3.971715,3.942734
3.716132,4.210459
4.250560,4.130521
4.962274,4.256172
5.669934,3.901190
6.476983,4.039939
6.547755,4.289581
6.854294,4.469295
7.404214,4.402394
7.634408,4.371956
8.376787,4.452270
8.909276,4.492620
9.228243,4.672947
10.017463,4.639078
10.934247,4.645605
11.574457,4.850377
11.609391,5.060364
11.823966,4.892942
12.439824,4.864359
12.761976,4.763288
13.206162,4.693212
13.877052,4.919458
14.285657,4.872704
15.129266,5.141859
15.566889,5.699246
15.948914,5.819895
16.600459,6.136203
17.147201,6.221868
17.410166,6.359688
17.679386,6.146098
18.391374,6.687060
19.349367,6.521257
19.303816,6.807510
19.964385,6.626357
20.317944,6.779634
20.915958,7.018576
22.046778,7.138766
22.624598,7.312996
22.794379,7.343222
22.842902,7.593115
23.063943,7.907274
23.812558,8.014478
24.265045,8.582511
24.603622,8.922809
25.045665,8.999806
25.868603,9.351731
26.128459,9.630658
26.852093,9.797986
27.797635,9.865813
28.271620,10.114539
28.475668,10.473523
29.083040,10.791287
29.663984,11.157789
29.951046,11.192908
30.500699,11.380657
31.311524,11.886316
31.666886,12.004200
32.204557,12.164471
32.766306,12.221333
33.085728,12.432171
33.505951,12.621203
34.468289,13.532493
34.645505,13.654096
35.192376,14.388219
35.720431,14.717356
35.989115,14.636628
36.157727,14.975427
36.894668,15.006118
37.484569,15.545043
37.965636,16.280889
38.283214,16.771024
38.883836,16.955990
39.170859,17.155293
40.145422,17.025948
40.688011,17.442501
41.205422,18.325186
41.578467,18.993260
41.895722,19.285851
42.464724,19.713548
43.062951,19.989774
43.516004,20.290067
44.044719,20.515808
44.258150,20.709099
45.124502,21.095855
45.531420,21.816181
45.658386,22.294750
46.104499,22.575128
46.860196,23.140614
47.583617,23.104014
48.459152,23.912861
48.740469,24.211968
48.781604,24.943235
49.518544,25.480948
50.087218,25.817917
50.770893,26.394361
51.140471,26.972492
51.435106,27.156126
51.595675,28.133092
52.299591,28.838129
52.931260,28.841938
53.659761,29.197040
53.965053,29.473677
54.474563,30.036111
54.854586,30.134491
55.537212,30.154369
56.149797,30.345122
56.763532,30.163031
57.117742,30.336660
57.296489,30.448857
57.704781,30.361836
57.867652,30.660621
58.500165,30.902622
59.059623,31.419356
59.832992,31.934338
60.413092,32.662470
60.932855,32.784283
61.355877,32.813674
61.894518,32.723461
62.201313,32.800725
63.054114,33.389713
63.519267,33.473227
63.922706,33.415547
64.543280,34.100840
64.856133,34.045987
65.606261,34.412566
65.881232,34.509380
66.370204,34.723313
66.596109,35.102268
67.247468,34.808850
68.024699,34.974025
68.945735,35.162124
69.036176,35.627144
69.554326,35.554210
70.360640,35.840408
70.517656,36.250660
70.959754,36.487544
71.581432,36.465569
72.021825,36.617361
72.535103,36.551020
72.727260,36.535170
73.178034,37.019138
73.891304,37.265037
74.664812,37.290681
74.928632,37.125618
75.624623,36.917694
76.200514,37.432388
76.812029,38.066914
77.354139,37.944673
77.510251,38.413475
78.150623,38.535496
78.842510,38.750400
79.119522,38.386827
79.142350,38.540464
79.709282,38.585718
80.198195,38.548067
80.847586,38.658563
81.636116,38.609665
82.500331,39.123826
82.792758,39.579133
83.136616,39.310142
83.688887,39.723927
83.956210,39.820458
84.241237,39.824829
84.645282,40.025512
85.321974,40.130654
85.374516,39.923588
86.066672,40.318883
86.719656,40.127529
87.546239,40.276631
87.907474,40.107417
88.518911,40.377786
88.869988,40.125997
89.347051,40.434060
90.385749,40.562993
90.649859,40.473461
91.092484,40.438664
91.309054,40.444502
91.838777,40.786529
92.305513,40.827302
93.080646,40.733982
93.838978,40.845120
94.163832,40.754917
94.382487,40.450426
94.506321,40.597452
95.360442,40.921882
95.673395,41.077811
96.139924,41.060663
96.406298,41.263321
96.785594,41.084789
97.608803,41.179350
98.348173,41.230443
99.125819,41.177876
100.088033,40.830926
100.377739,41.408345
100.518626,41.859008
100.620046,41.599525
101.228604,41.720141
101.726182,41.718726
102.302649,41.359791
103.383652,41.149524
