5.500000,5.000000
6.000000,5.010000
6.500000,5.030000
7.000000,5.060000
7.500000,5.100000
8.000000,5.150000
8.500000,5.210000
9.000000,5.280000
9.500000,5.360000
10.000000,5.450000
10.500000,5.550000
11.000000,5.660000
11.500000,5.780000
12.000000,5.910000
12.500000,6.050000
13.000000,6.200000
13.500000,6.360000
14.000000,6.530000
14.500000,6.710000
15.000000,6.900000
15.500000,7.100000
16.000000,7.310000
16.500000,7.530000
17.000000,7.760000
17.500000,8.000000
18.000000,8.250000
18.500000,8.510000
19.000000,8.780000
19.500000,9.060000
20.000000,9.350000
20.500000,9.650000
21.000000,9.960000
21.500000,10.280000
22.000000,10.610000
22.500000,10.950000
23.000000,11.300000
23.500000,11.660000
24.000000,12.030000
24.500000,12.410000
25.000000,12.800000
25.500000,13.200000
26.000000,13.610000
26.500000,14.030000
27.000000,14.460000
27.500000,14.900000
28.000000,15.350000
28.500000,15.810000
29.000000,16.280000
29.500000,16.760000
30.000000,17.250000
30.500000,17.500000
31.000000,17.745000
31.500000,17.985000
32.000000,18.220000
32.500000,18.450000
33.000000,18.675000
33.500000,18.895000
34.000000,19.110000
34.500000,19.320000
35.000000,19.525000
35.500000,19.725000
36.000000,19.920000
36.500000,20.110000
37.000000,20.295000
37.500000,20.475000
38.000000,20.650000
38.500000,20.820000
39.000000,20.985000
39.500000,21.145000
40.000000,21.300000
40.500000,21.450000
41.000000,21.595000
41.500000,21.735000
42.000000,21.870000
42.500000,22.000000
43.000000,22.125000
43.500000,22.245000
44.000000,22.360000
44.500000,22.470000
45.000000,22.575000
45.500000,22.675000
46.000000,22.770000
46.500000,22.860000
47.000000,22.945000
47.500000,23.025000
48.000000,23.100000
48.500000,23.170000
49.000000,23.235000
49.500000,23.295000
50.000000,23.350000
50.500000,23.400000
51.000000,23.445000
51.500000,23.485000
52.000000,23.520000
52.500000,23.550000
53.000000,23.575000
53.500000,23.595000
54.000000,23.610000
54.500000,23.620000
55.000000,23.625000
